nohup: ignoring input
{'R': 54000,
 'alpha': 10.0,
 'batch_size': 256,
 'cq_lambda': 0.0,
 'dataset': 'cifar10',
 'decay_step': 5000,
 'device': '/gpu:0',
 'finetune_all': True,
 'img_db': '/home/chenshen/Projects/Hash/DeepHash/CY-DeepHash/data/cifar10/database.txt',
 'img_model': 'alexnet',
 'img_te': '/home/chenshen/Projects/Hash/DeepHash/CY-DeepHash/data/cifar10/test.txt',
 'img_tr': '/home/chenshen/Projects/Hash/DeepHash/CY-DeepHash/data/cifar10/train.txt',
 'label_dim': 10,
 'learning_rate': 5e-05,
 'learning_rate_decay_factor': 0.5,
 'log_dir': 'tflog',
 'loss_type': 'cross_entropy',
 'max_iter': 2000,
 'model_weights': '../../DeepHash/architecture/pretrained_model/reference_pretrain.npy',
 'output_dim': 32,
 'save_dir': './models/',
 'val_batch_size': 100}
initializing
launching session
loading img model from ../../DeepHash/architecture/pretrained_model/reference_pretrain.npy
['hash_layer', 'fc6', 'fc7', 'conv3', 'conv2', 'conv1', 'conv5', 'conv4']
img model loading finished
Initializing Dataset
Dataset already
2019-05-04 21:15:24.259166 #train# start training
2019-05-04 21:15:38.688765 #train# step    1, loss = inf, cross_entropy loss = inf, 8.0 sec/batch
2019-05-04 21:26:38.863855 #train# step  484, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:26:40.180550 #train# step  485, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:26:41.566029 #train# step  486, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:26:42.979661 #train# step  487, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:26:44.404222 #train# step  488, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:26:45.740240 #train# step  489, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:26:47.077196 #train# step  490, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:26:48.408888 #train# step  491, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:26:49.725186 #train# step  492, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:26:51.044137 #train# step  493, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:26:52.365749 #train# step  494, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:26:53.687557 #train# step  495, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:26:55.018997 #train# step  496, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:26:56.364508 #train# step  497, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:26:57.703710 #train# step  498, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:26:59.038707 #train# step  499, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:00.394407 #train# step  500, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:01.731999 #train# step  501, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:03.060284 #train# step  502, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:04.375111 #train# step  503, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:05.692653 #train# step  504, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:07.081735 #train# step  505, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:08.521881 #train# step  506, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:27:09.838410 #train# step  507, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:11.171580 #train# step  508, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:12.501267 #train# step  509, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:13.850455 #train# step  510, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:15.237511 #train# step  511, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:16.606238 #train# step  512, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:17.984558 #train# step  513, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:19.303581 #train# step  514, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:20.624500 #train# step  515, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:21.942943 #train# step  516, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:23.269270 #train# step  517, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:24.594734 #train# step  518, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:25.923610 #train# step  519, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:27.253047 #train# step  520, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:28.591453 #train# step  521, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:29.938879 #train# step  522, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:31.300001 #train# step  523, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:32.640955 #train# step  524, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:33.965321 #train# step  525, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:35.379905 #train# step  526, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:27:36.712829 #train# step  527, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:38.045081 #train# step  528, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:39.370614 #train# step  529, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:40.698510 #train# step  530, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:41.994005 #train# step  531, loss = nan, cross_entropy loss = inf, 1.2 sec/batch
2019-05-04 21:27:43.358114 #train# step  532, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:44.694053 #train# step  533, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:46.043794 #train# step  534, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:47.391489 #train# step  535, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:48.725773 #train# step  536, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:50.051485 #train# step  537, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:51.385307 #train# step  538, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:52.719095 #train# step  539, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:54.066462 #train# step  540, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:55.415681 #train# step  541, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:56.742350 #train# step  542, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:58.082610 #train# step  543, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:27:59.413571 #train# step  544, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:00.747171 #train# step  545, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:02.068070 #train# step  546, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:03.388295 #train# step  547, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:04.718715 #train# step  548, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:06.046917 #train# step  549, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:07.379075 #train# step  550, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:08.714133 #train# step  551, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:10.028941 #train# step  552, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:11.343060 #train# step  553, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:12.655000 #train# step  554, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:13.974478 #train# step  555, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:15.288485 #train# step  556, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:16.597512 #train# step  557, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:17.909756 #train# step  558, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:19.238430 #train# step  559, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:20.561418 #train# step  560, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:21.886463 #train# step  561, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:23.219022 #train# step  562, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:24.538808 #train# step  563, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:25.867129 #train# step  564, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:27.191562 #train# step  565, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:28.510017 #train# step  566, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:29.833109 #train# step  567, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:31.161590 #train# step  568, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:32.491053 #train# step  569, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:33.821111 #train# step  570, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:35.141419 #train# step  571, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:36.471325 #train# step  572, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:37.810891 #train# step  573, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:39.219242 #train# step  574, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:28:40.538251 #train# step  575, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:41.873737 #train# step  576, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:43.196297 #train# step  577, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:44.517035 #train# step  578, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:45.837507 #train# step  579, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:47.162280 #train# step  580, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:48.479484 #train# step  581, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:49.801265 #train# step  582, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:51.125547 #train# step  583, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:52.448577 #train# step  584, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:53.777221 #train# step  585, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:55.099643 #train# step  586, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:56.417310 #train# step  587, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:57.746720 #train# step  588, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:28:59.050085 #train# step  589, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:00.341636 #train# step  590, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:01.655743 #train# step  591, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:02.962037 #train# step  592, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:04.271361 #train# step  593, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:05.577504 #train# step  594, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:06.882281 #train# step  595, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:08.201818 #train# step  596, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:09.513926 #train# step  597, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:10.819470 #train# step  598, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:12.128055 #train# step  599, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:13.442263 #train# step  600, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:14.756317 #train# step  601, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:16.062272 #train# step  602, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:17.369782 #train# step  603, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:18.673637 #train# step  604, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:19.985152 #train# step  605, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:21.303985 #train# step  606, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:22.621869 #train# step  607, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:23.936319 #train# step  608, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:25.239868 #train# step  609, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:26.546660 #train# step  610, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:27.859647 #train# step  611, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:29.178468 #train# step  612, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:30.496525 #train# step  613, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:31.812953 #train# step  614, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:33.132175 #train# step  615, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:34.450158 #train# step  616, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:35.765090 #train# step  617, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:37.078762 #train# step  618, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:38.390880 #train# step  619, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:39.707723 #train# step  620, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:41.017643 #train# step  621, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:42.326123 #train# step  622, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:43.631423 #train# step  623, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:44.946415 #train# step  624, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:46.261376 #train# step  625, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:47.565333 #train# step  626, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:48.878248 #train# step  627, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:50.187626 #train# step  628, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:51.520252 #train# step  629, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:52.842125 #train# step  630, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:54.159143 #train# step  631, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:55.486980 #train# step  632, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:56.802159 #train# step  633, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:58.120534 #train# step  634, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:29:59.435630 #train# step  635, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:00.748083 #train# step  636, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:02.083066 #train# step  637, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:03.404963 #train# step  638, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:04.727647 #train# step  639, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:06.049937 #train# step  640, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:07.373146 #train# step  641, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:08.696507 #train# step  642, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:10.021820 #train# step  643, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:11.342410 #train# step  644, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:12.670275 #train# step  645, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:13.995344 #train# step  646, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:15.340750 #train# step  647, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:16.681497 #train# step  648, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:18.024913 #train# step  649, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:19.416731 #train# step  650, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:20.799584 #train# step  651, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:22.164088 #train# step  652, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:23.515151 #train# step  653, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:24.864948 #train# step  654, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:26.219134 #train# step  655, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:27.577168 #train# step  656, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:28.914258 #train# step  657, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:30.263216 #train# step  658, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:31.622898 #train# step  659, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:32.970636 #train# step  660, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:34.334958 #train# step  661, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:35.699696 #train# step  662, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:37.047417 #train# step  663, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:38.414654 #train# step  664, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:39.787448 #train# step  665, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:41.144147 #train# step  666, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:42.489410 #train# step  667, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:43.840554 #train# step  668, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:45.209149 #train# step  669, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:46.591578 #train# step  670, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:47.931317 #train# step  671, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:49.267799 #train# step  672, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:50.585554 #train# step  673, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:51.909548 #train# step  674, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:53.234871 #train# step  675, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:54.562060 #train# step  676, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:55.866239 #train# step  677, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:57.185246 #train# step  678, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:58.499940 #train# step  679, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:30:59.821680 #train# step  680, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:01.138244 #train# step  681, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:02.456841 #train# step  682, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:03.772959 #train# step  683, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:05.100351 #train# step  684, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:06.408834 #train# step  685, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:07.716398 #train# step  686, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:09.032630 #train# step  687, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:10.338650 #train# step  688, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:11.706659 #train# step  689, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:13.075626 #train# step  690, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:14.468629 #train# step  691, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:15.793214 #train# step  692, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:17.130903 #train# step  693, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:18.534316 #train# step  694, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:31:19.887327 #train# step  695, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:21.285017 #train# step  696, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:22.638601 #train# step  697, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:23.962094 #train# step  698, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:25.282838 #train# step  699, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:26.605309 #train# step  700, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:27.929323 #train# step  701, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:29.272895 #train# step  702, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:30.631068 #train# step  703, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:31.973711 #train# step  704, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:33.312088 #train# step  705, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:34.630982 #train# step  706, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:36.063284 #train# step  707, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:31:37.425017 #train# step  708, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:38.752951 #train# step  709, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:40.071210 #train# step  710, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:41.397187 #train# step  711, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:42.731637 #train# step  712, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:44.048855 #train# step  713, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:45.391789 #train# step  714, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:46.723212 #train# step  715, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:48.080444 #train# step  716, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:49.419836 #train# step  717, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:50.760199 #train# step  718, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:52.090736 #train# step  719, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:53.424736 #train# step  720, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:54.747559 #train# step  721, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:56.078995 #train# step  722, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:57.407345 #train# step  723, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:31:58.786284 #train# step  724, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:32:00.088282 #train# step  725, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:32:01.427139 #train# step  726, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:32:02.760190 #train# step  727, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:32:04.077853 #train# step  728, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:32:05.386579 #train# step  729, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:32:06.702792 #train# step  730, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:32:08.026020 #train# step  731, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:32:09.348272 #train# step  732, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:32:10.670724 #train# step  733, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:32:12.007318 #train# step  734, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:32:13.343298 #train# step  735, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:32:14.685809 #train# step  736, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:32:16.015190 #train# step  737, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:32:17.343236 #train# step  738, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:32:18.644083 #train# step  739, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:32:19.974966 #train# step  740, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
